filename,filepath,composer
lc5103323.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5103323.mxl,Franz Schubert
lc5106861.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5106861.mxl,Johannes Brahms
lc5107106.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5107106.mxl,Johannes Brahms
lc5123355.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5123355.mxl,Johannes Brahms
lc5125680.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5125680.mxl,Clara Schumann
lc5126774.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5126774.mxl,Clara Schumann
lc5126921.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5126921.mxl,Clara Schumann
lc5130351.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5130351.mxl,Clara Schumann
lc5130634.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5130634.mxl,Clara Schumann
lc5133353.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5133353.mxl,Franz Schubert
lc5133602.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5133602.mxl,Clara Schumann
lc5133647.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5133647.mxl,Clara Schumann
lc5133773.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5133773.mxl,Clara Schumann
lc5134987.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5134987.mxl,Clara Schumann
lc5142672.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5142672.mxl,Clara Schumann
lc5142714.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5142714.mxl,Clara Schumann
lc5142768.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5142768.mxl,Clara Schumann
lc5153813.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5153813.mxl,Johannes Brahms
lc5153947.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5153947.mxl,Johannes Brahms
lc5155459.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5155459.mxl,Johannes Brahms
lc5187781.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5187781.mxl,Clara Schumann
lc5197231.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5197231.mxl,Clara Schumann
lc5636215.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5636215.mxl,Johannes Brahms
lc5639135.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5639135.mxl,Johannes Brahms
lc5649214.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5649214.mxl,Johannes Brahms
lc5652206.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5652206.mxl,Johannes Brahms
lc5652250.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5652250.mxl,Johannes Brahms
lc5653497.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5653497.mxl,Johannes Brahms
lc5654342.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5654342.mxl,Johannes Brahms
lc5654485.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5654485.mxl,Johannes Brahms
lc5656522.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5656522.mxl,Johannes Brahms
lc5659823.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5659823.mxl,Johannes Brahms
lc5667745.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5667745.mxl,Johannes Brahms
lc5667843.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5667843.mxl,Johannes Brahms
lc5667849.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5667849.mxl,Johannes Brahms
lc5667944.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5667944.mxl,Johannes Brahms
lc5695716.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5695716.mxl,Johannes Brahms
lc5695728.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5695728.mxl,Johannes Brahms
lc5695734.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5695734.mxl,Johannes Brahms
lc5700433.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5700433.mxl,Johannes Brahms
lc5701612.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5701612.mxl,Johannes Brahms
lc5705406.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5705406.mxl,Johannes Brahms
lc5705502.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5705502.mxl,Johannes Brahms
lc5705564.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5705564.mxl,Johannes Brahms
lc5725144.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5725144.mxl,Johannes Brahms
lc5726490.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5726490.mxl,Johannes Brahms
lc5729178.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5729178.mxl,Johannes Brahms
lc5729860.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5729860.mxl,Johannes Brahms
lc5846100.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5846100.mxl,Johannes Brahms
lc5846139.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5846139.mxl,Johannes Brahms
lc5846184.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5846184.mxl,Johannes Brahms
lc5925389.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5925389.mxl,Johannes Brahms
lc5934726.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5934726.mxl,Johannes Brahms
lc5936324.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5936324.mxl,Johannes Brahms
lc5937814.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5937814.mxl,Johannes Brahms
lc5940230.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5940230.mxl,Johannes Brahms
lc5946872.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc5946872.mxl,Franz Schubert
lc6180725.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6180725.mxl,Franz Schubert
lc6181050.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6181050.mxl,Franz Schubert
lc6181076.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6181076.mxl,Franz Schubert
lc6181353.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6181353.mxl,Franz Schubert
lc6182149.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6182149.mxl,Franz Schubert
lc6182173.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6182173.mxl,Franz Schubert
lc6302395.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6302395.mxl,Johannes Brahms (1833-1897)
lc6320420.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6320420.mxl,Johannes Brahms (1833-1897)
lc6389071.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6389071.mxl,Franz Schubert
lc6389103.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6389103.mxl,Franz Schubert
lc6485233.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6485233.mxl,Franz Schubert
lc6486395.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6486395.mxl,Franz Schubert
lc6486443.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6486443.mxl,Franz Schubert
lc6487832.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6487832.mxl,Franz Schubert
lc6686592.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6686592.mxl,Johannes Brahms
lc6686901.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6686901.mxl,Johannes Brahms
lc6686980.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6686980.mxl,Johannes Brahms
lc6687153.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6687153.mxl,Johannes Brahms
lc6826352.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6826352.mxl,Robert Schumann
lc6826597.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6826597.mxl,Robert Schumann
lc6827712.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6827712.mxl,Robert Schumann
lc6828018.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6828018.mxl,Robert Schumann
lc6834411.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6834411.mxl,Franz Schubert
lc6834474.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6834474.mxl,Franz Schubert
lc6834542.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6834542.mxl,Robert Schumann
lc6834588.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6834588.mxl,Robert Schumann
lc6834630.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6834630.mxl,Robert Schumann
lc6838113.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6838113.mxl,Franz Schubert
lc6885211.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6885211.mxl,Robert Schumann
lc6885263.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6885263.mxl,Robert Schumann
lc6891758.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6891758.mxl,Robert Schumann
lc6900961.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6900961.mxl,Franz Schubert
lc6909438.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6909438.mxl,Robert Schumann
lc6909543.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6909543.mxl,Robert Schumann
lc6909785.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6909785.mxl,Robert Schumann
lc6909797.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6909797.mxl,Robert Schumann
lc6910703.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6910703.mxl,Robert Schumann
lc6914397.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6914397.mxl,Robert Schumann
lc6915474.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6915474.mxl,Robert Schumann
lc6915685.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6915685.mxl,Robert Schumann
lc6915729.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6915729.mxl,Robert Schumann
lc6915753.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6915753.mxl,Robert Schumann
lc6916642.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6916642.mxl,Robert Schumann
lc6917116.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6917116.mxl,Robert Schumann
lc6925763.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6925763.mxl,Robert Schumann
lc6965894.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6965894.mxl,Robert Schumann
lc6969398.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6969398.mxl,Robert Schumann
lc6974646.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6974646.mxl,Robert Schumann
lc6979621.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6979621.mxl,Robert Schumann
lc6980134.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6980134.mxl,Robert Schumann
lc6980464.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6980464.mxl,Robert Schumann
lc6981173.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6981173.mxl,Robert Schumann
lc6982729.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6982729.mxl,Robert Schumann
lc6982743.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6982743.mxl,Robert Schumann
lc6984262.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6984262.mxl,Robert Schumann
lc6984553.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6984553.mxl,Robert Schumann
lc6984631.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6984631.mxl,Robert Schumann
lc6985082.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc6985082.mxl,Robert Schumann
lc7071193.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc7071193.mxl,Franz Schubert
lc7111114.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc7111114.mxl,Franz Schubert
lc8702982.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc8702982.mxl,Johannes Brahms
lc8708253.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc8708253.mxl,Johannes Brahms
lc8708688.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc8708688.mxl,Johannes Brahms
lc8712405.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc8712405.mxl,Johannes Brahms
lc8712648.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc8712648.mxl,Johannes Brahms
lc8718660.mxl,C:\Users\polyx\Documents\UPF\b. 03 Analysis of Symbolic Music and Computational Musicology\Symbolic Group Project\dataset\lc8718660.mxl,Johannes Brahms
